customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7277-OZCGZ,Female,0.0,,No,22.0,Yes,No,Fiber optic,Yes,No,No,Yes-badformat,No-badformat,Yes,,Yes,Electronic check,89.05,1886.25,No
InvalidCategory,Female,InvalidCategory,No,No,43.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),,4895.1,No
2799-ARNLO,Female,1.0,,No,,Yes-badformat,InvalidCategory,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,,69.35,341.6,No
7563-BIUPC,Male,0.0,No,No,5.0,Yes,No,Fiber optic-badformat,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6-badformat,415.55,Yes
5027-YOCXN,Male,InvalidCategory,Yes,Yes-badformat,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,,No,Credit card (automatic),110.05,5686.4,No
3973-SKMLN,Male,0.0,No,No,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,No
2321-OMBXY,Female,0.0,Yes,Yes,38.0,Yes,nan-badformat,DSL,Yes,Yes,No,Yes,Yes,Yes,One year-badformat,No,Credit card (automatic),80.3,3058.65,Yes
2840-XANRC,Male,1.0-badformat,Yes,No,24.0,Yes,No,Fiber optic,,No,Yes,No,Yes,Yes,Month-to-month-badformat,Yes,Electronic check,InvalidCategory,2231.05,Yes
6745-JEFZB,Male,0.0,Yes,No,35.0,Yes,Yes-badformat,Fiber optic,,No,No,Yes,Yes,InvalidCategory,Month-to-month,Yes-badformat,Credit card (automatic),91.5,InvalidCategory,InvalidCategory
5020-ZSTTY,Female-badformat,1.0,,No,InvalidCategory,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year-badformat,No,Bank transfer (automatic),82.45,InvalidCategory,Yes
9880-TDQAC,Female,,Yes,Yes,72.0,,No phone service,DSL,No,Yes,Yes,,Yes,Yes,Two year,Yes,Electronic check,60.0,InvalidCategory,No
8705-WZCYL,Male,0.0,No,No-badformat,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check-badformat,44.8,44.8,No
7102-JJVTX,Female,0.0,Yes,Yes,9.0,Yes,No,DSL,Yes,No,No-badformat,No,No,No,One year,No,,48.6,422.3,No
8626-PTQGE,Male,0.0,No,No,69.0,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No
,Female,0.0-badformat,Yes,No,52.0,Yes,Yes,Fiber optic,No,InvalidCategory,No,Yes,Yes,Yes,Month-to-month,InvalidCategory,Credit card (automatic),102.7,5138.1,No
5701-YVSVF,Female,1.0,Yes,No,11.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,InvalidCategory,Electronic check,82.9,880.05,No
5804-LEPIM-badformat,Female,1.0,No,No,InvalidCategory,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes
5697-GOMBF,Female,1.0,Yes,Yes,28.0,No,No phone service,DSL,No,nan-badformat,No-badformat,No,InvalidCategory,No,Month-to-month,Yes,Electronic check,35.9-badformat,973.65,No
2739-CACDQ,Female,1.0,No,No,17.0,Yes,Yes,Fiber optic,No-badformat,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No
9385-EHGDO,Female-badformat,InvalidCategory,Yes,Yes,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check-badformat,19.85,739.35,No
9498-FIMXL-badformat,Female,0.0,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,No
2379-GYFLQ,Male,0.0,,,46.0,Yes,Yes,Fiber optic,No,Yes,Yes-badformat,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,No
0122-OAHPZ,Female,0.0,No-badformat,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,InvalidCategory,Electronic check,73.85,511.25,InvalidCategory
2868-SNELZ,Female,,No,No,2.0,Yes,Yes,Fiber optic,No,No,,No,,No,Month-to-month,No,InvalidCategory,80.6,155.8,Yes
InvalidCategory,Male,0.0,Yes,Yes,68.0,Yes,Yes,DSL,No,Yes,Yes,,No-badformat,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes
6680-NENYN,,0.0,No,InvalidCategory,43.0,Yes-badformat,Yes,Fiber optic,No,Yes,,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes
2088-IEBAU,Female,0.0,No,No,,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,No
7982-VCELR,Female,0.0,No,No,36.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,,94.8,3565.65,No
1343-EHPYB-badformat,Male,0.0,Yes,No,63.0-badformat,Yes,Yes,Fiber optic,No,Yes,Yes-badformat,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603,
6035-BXTTY,Female,1.0,No,No,32.0,Yes,InvalidCategory,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,InvalidCategory,54.65,1830.1,No
6885-PKOAM,,0.0,Yes,No,71.0,Yes,Yes,DSL,,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No
,Female,0.0,Yes,Yes,66.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45-badformat,4508.65,No
9639-BUJXT,Male,,No,No,63.0,Yes,,No,No internet service-badformat,No internet service,No internet service,No internet service,No internet service,,One year,No,,20.5,1328.15,No
5924-SNGKP,Female,0.0,No,Yes,41.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865,No
0021-IKXGC,Female,1.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,No
,Female,0.0,No,No,InvalidCategory,Yes-badformat,No,Fiber optic,No,No,No-badformat,No,Yes,Yes-badformat,Month-to-month,Yes,Electronic check,90.4,168.2,Yes
InvalidCategory,Female,0.0,Yes,No,70.0,Yes,No,No-badformat,,InvalidCategory,No internet service,No internet service,No internet service,nan-badformat,Two year,No,Bank transfer (automatic),19.45,1303.5,No
6243-OZGFH,Female,0.0,No,No,23.0,No,No phone service,DSL,No,No,InvalidCategory,No,Yes,Yes,Month-to-month,InvalidCategory,Electronic check,44.95,996.85,No
4654-DLAMQ,Female,1.0,Yes,No,,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,,Bank transfer (automatic),97.0,,No
InvalidCategory,Male,0.0,Yes,Yes,37.0,Yes,Yes,DSL,Yes,No,Yes,InvalidCategory,No,No,Two year,Yes-badformat,Credit card (automatic),62.8-badformat,2278.75,No
5160-UXJED,Male,InvalidCategory,No,InvalidCategory,17.0,Yes,No,DSL,,No,InvalidCategory,No,No,No,One year,No,Mailed check,44.6-badformat,681.4,No
4115-NZRKS,Female,1.0,No,No,7.0,Yes-badformat,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No-badformat
0219-YTZUE,Male,0.0,Yes,Yes,4.0,InvalidCategory,Yes,Fiber optic,No,Yes,InvalidCategory,No,No,No,InvalidCategory,Yes,Bank transfer (automatic),InvalidCategory,371.9,Yes
0623-IIHUG-badformat,Female,1.0,No,No,21.0,No,No phone service,DSL-badformat,Yes,No,,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes
4572-DVCGN,Female,0.0,No,InvalidCategory,InvalidCategory,Yes,No,Fiber optic,No,No,No,InvalidCategory,InvalidCategory,Yes,Month-to-month,Yes,Bank transfer (automatic),,846,Yes
,Female,1.0,No,No,16.0,Yes,Yes,,Yes,No,No,No-badformat,No,No,Month-to-month,Yes,Electronic check,54.1,889,No
8984-EYLLL-badformat,Male,0.0,Yes,No,64.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes-badformat,Electronic check,InvalidCategory,6823.4,No
9057-MSWCO,InvalidCategory,1.0,Yes,No,27.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes
9833-TGFHX,Male,0.0,Yes,Yes,42.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,No
9294-TDIPC,Male,0.0,No,Yes,5.0,Yes-badformat,No,No,No internet service,InvalidCategory,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,No
5229-DTFYB,Female,0.0,No,No,41.0,Yes,No,Fiber optic,No,,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,,No
0104-PPXDV,Male,0.0,Yes,No,58.0,Yes-badformat,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No
5176-LMJXE,Female,0.0,No,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,Yes,Mailed check,20.55-badformat,945.7,No
3583-KRKMD,,0.0-badformat,No-badformat,No,18.0,Yes,No,InvalidCategory,No,No,No,Yes-badformat,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No-badformat
1010-DIAUQ,Male,0.0,No,InvalidCategory,5.0,Yes,No,Fiber optic,No,No,Yes,,Yes,Yes,,No,,96.5,492.55,Yes
9069-LGEUL,Male,0.0,Yes,No,23.0,Yes-badformat,No,DSL,Yes,No,No,No,,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406,No
7302-ZHMHP,Female,0.0,No,No,1.0,Yes,No,InvalidCategory,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month-badformat,,Mailed check,InvalidCategory,19.15,No
InvalidCategory,Male,0.0,Yes,No,71.0,Yes-badformat,Yes,Fiber optic,No,No-badformat,InvalidCategory,No,Yes-badformat,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No
3520-FJGCV-badformat,Male,0.0,Yes,InvalidCategory,72.0,,Yes,Fiber optic,Yes,Yes,Yes-badformat,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,,No
6563-VRERX,,0.0,Yes-badformat,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,No
0259-GBZSH,Male,0.0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,InvalidCategory,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes
6122-EFVKN,Male,0.0,No,Yes,24.0,,InvalidCategory,DSL,Yes,No,No,InvalidCategory,No,InvalidCategory,Two year,InvalidCategory,Mailed check,35.75,830.8,No
2805-EDJPQ,Female,0.0-badformat,Yes,Yes,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes-badformat,One year,Yes,Credit card (automatic),99.75,5608.4,InvalidCategory
6862-CQUMB,Male,0.0,No,No,37.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No
7156-MXBJE,Female,,No,No,43.0,Yes,Yes-badformat,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No
6158-HDPXZ,Male,0.0,No,No,1.0,No,No phone service,DSL,No,No,No,,No,No,Month-to-month,No,Mailed check,25.35,25.35,No
9601-BRXPO-badformat,Female,0.0,Yes,No,25.0,InvalidCategory,Yes,Fiber optic,No-badformat,InvalidCategory,InvalidCategory,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes
2863-IMQDR,,InvalidCategory,No,No,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,InvalidCategory,Two year,No,Electronic check,89.65,5308.7,No
5686-CMAWK,Male,0.0,InvalidCategory,No,17.0,InvalidCategory,Yes,,No,No,Yes,InvalidCategory,No,No,One year,No-badformat,Electronic check,86.75,1410.25,No
5651-CRHKQ,,0.0,Yes,No,41.0,Yes,No,InvalidCategory,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),nan,InvalidCategory,No
6905-NIQIN,Male,0.0,No,No,1.0,Yes,No,DSL,,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65-badformat,InvalidCategory,Yes
8204-YJCLA,Male,InvalidCategory,Yes,,72.0,No,No phone service,InvalidCategory,Yes,Yes,Yes,Yes-badformat,Yes,Yes-badformat,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No
5167-ZFFMM,Male,0.0,No,No,1.0,Yes,Yes,Fiber optic,InvalidCategory,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes
6583-SZVGP,Male,0.0,No,No,48.0,Yes,Yes,Fiber optic,No-badformat,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No
4895-TMWIR,Male,1.0,Yes-badformat,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,No,Mailed check,19.95,214.75,Yes
0533-BNWKF,Female,,Yes,No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes
1708-PBBOA,Female,0.0,No,No,42.0-badformat,No,No phone service,DSL,Yes,Yes,Yes,,No,Yes,One year,Yes,Electronic check-badformat,54.75,2348.45,No
8782-LKFPK,Male,0.0,No,No-badformat,44.0,Yes,Yes,Fiber optic-badformat,No,No,Yes-badformat,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,,No
5522-JBWMO-badformat,Male,0.0,No,Yes,1.0,Yes,nan-badformat,DSL,No,No,No,InvalidCategory,InvalidCategory,No,Month-to-month,No,Electronic check,44.0,44,No
3597-MVHJT,Female,0.0,No,No,27.0,Yes,Yes,Fiber optic-badformat,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,
9774-NRNAU,Male,1.0,Yes,InvalidCategory,InvalidCategory,InvalidCategory,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,InvalidCategory,,Bank transfer (automatic),84.8,,
0224-RLWWD,Female,1.0,No,No,2.0,Yes,No,DSL,No,No,No-badformat,,No,No,Month-to-month,Yes-badformat,Electronic check,44.3,nan-badformat,No
9967-ATRFS,Female,0.0,No,No,19.0,Yes,No-badformat,No,No internet service,No internet service,No internet service,No internet service,No internet service-badformat,No internet service,Month-to-month,No,Mailed check,19.9,367.55,No
3951-NJCVI,Female,1.0,Yes,No,,Yes,Yes,Fiber optic,No,,No,No,Yes,Yes-badformat,Month-to-month,Yes,Electronic check,95.05,3944.5,No-badformat
2977-CEBSX,Female,0.0,,No-badformat,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,No-badformat
InvalidCategory,Male-badformat,1.0,Yes-badformat,No,33.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,,Month-to-month,Yes-badformat,Bank transfer (automatic),109.9,3694.7,No-badformat
6599-CEBNN,Female,0.0,No,No,34.0,Yes,No,Fiber optic,No,Yes,,No,No,No,Month-to-month,,Credit card (automatic),73.95,2524.45,Yes
2519-ERQOJ,Male,1.0,No,No,33.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,No
5876-QMYLD,Female,0.0,Yes,Yes,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,No-badformat
,Female,0.0,No,No,32.0,Yes,,InvalidCategory,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,No
9442-JTWDL,Female,0.0,No,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,No,Credit card (automatic),20.05,237.7,No
0979-PHULV,Male,0.0,Yes,Yes,69.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Yes-badformat
,Female,0.0,Yes,InvalidCategory,68.0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),,3848.8,No
5495-GPSRW,Male,0.0,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,,19.7,419.4,No
7606-BPHHN,InvalidCategory,0.0,No,No-badformat,72.0,Yes,,No,No internet service,InvalidCategory,,,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,InvalidCategory,No
4742-DRORA,Male,0.0,Yes,Yes,60.0,InvalidCategory,Yes,,Yes,InvalidCategory,Yes,No,Yes-badformat,No,One year,Yes,Bank transfer (automatic),95.4,5812-badformat,No
0111-KLBQG,Male,1.0,Yes,,32.0,Yes-badformat,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,No
4800-VHZKI,Female,,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,nan-badformat,Month-to-month,Yes,,19.9,19.9,Yes
7989-CHGTL,Male,,No,No,1.0-badformat,Yes,No,No,No internet service,InvalidCategory,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,,19.6,Yes
0334-GDDSO,Male,1.0,No,No,3.0,Yes,Yes,Fiber optic,No-badformat,Yes,No,InvalidCategory,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes
4163-NCJAK,Female,0.0-badformat,Yes,No,46.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,No-badformat
5233-AOZUF,Female,0.0,Yes-badformat,No,29.0,Yes,Yes,Fiber optic,No-badformat,No,No,No,No,InvalidCategory,Month-to-month,Yes,Electronic check,74.95,InvalidCategory,No
5973-EJGDP,Male,0.0,No,No,51.0,Yes,Yes,Fiber optic,No,InvalidCategory,Yes,Yes,No,No,Month-to-month,Yes,InvalidCategory,87.35,4473,No
1996-DBMUS,Female,1.0,Yes,No,48.0,Yes,,Fiber optic,,No,No,No,,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,No
7916-VCCPB,InvalidCategory,0.0,Yes,Yes,16.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No
4686-GEFRM,Male,0.0-badformat,Yes-badformat,No,70.0,InvalidCategory,Yes,Fiber optic,No-badformat,Yes,InvalidCategory,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,No
5249-QYHEX,Female,0.0,Yes,Yes,40.0,Yes,InvalidCategory,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes-badformat,Mailed check,24.8-badformat,,No-badformat
0578-SKVMF,Female,InvalidCategory,Yes,Yes,22.0,Yes,No,Fiber optic,No-badformat,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes
5564-NEMQO,Female,InvalidCategory,No,No,1.0,InvalidCategory,No,Fiber optic,No,No,Yes,No,No,,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes
2233-FAGXV,Female-badformat,0.0,Yes,Yes,5.0,Yes,Yes,No,,nan-badformat,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,No
5605-IYGFG,Female,0.0,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,InvalidCategory
,Male,0.0,No,Yes,29.0,Yes,Yes,Fiber optic,InvalidCategory,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),InvalidCategory,2830.45,No
3935-TBRZZ,Male,0.0,Yes,Yes,44.0,Yes,Yes,InvalidCategory,InvalidCategory,No internet service,No internet service,No internet service,No internet service,No internet service,InvalidCategory,No,Mailed check,25.7,1110.5,No
,Female,0.0,No,No,10.0-badformat,No,No phone service,DSL,Yes,Yes,Yes,No,No,,Month-to-month,No,Bank transfer (automatic),InvalidCategory,InvalidCategory,No-badformat
InvalidCategory,Female,1.0,Yes-badformat,No,55.0,Yes-badformat,Yes,DSL,No-badformat,No,No,No,No,No,Month-to-month,No-badformat,Bank transfer (automatic),51.65,2838.55,No
2806-MLNTI,Male,1.0,InvalidCategory,No,,Yes,InvalidCategory,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,InvalidCategory,Bank transfer (automatic),105.1,5376.4-badformat,No-badformat
8734-DKSTZ,Female,0.0,,Yes,10.0,Yes,Yes,Fiber optic,No,No,No,No,,Yes,Month-to-month,No,Electronic check,85.95,858.6,No
4360-PNRQB,Male,0.0,No,No,18.0,Yes-badformat,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No
6152-ONASV,Female,InvalidCategory,Yes,No,68.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,InvalidCategory,No
9063-ZGTUY,Female,0.0,Yes,Yes,61.0,Yes,No,No,InvalidCategory,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,InvalidCategory
InvalidCategory,Female,0.0,InvalidCategory,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,No
2181-UAESM,Male,0.0,No,No-badformat,2.0-badformat,InvalidCategory,No,DSL,Yes,No,Yes,No,No,No,InvalidCategory,No,Electronic check,53.45,119.5,No
2957-LOLHO,Male,0.0,No,No,12.0,Yes,No,DSL,InvalidCategory,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),InvalidCategory,518.9-badformat,Yes
6048-NJXHX,Male,0.0,Yes,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,No
2320-SLKMB,InvalidCategory,0.0,No,No,26.0,No,No phone service,DSL,No,No,,Yes,Yes-badformat,No,Month-to-month,Yes,Credit card (automatic),nan-badformat,1183.8,No
4980-URKXC,Male,0.0,Yes,No,,Yes,No-badformat,nan-badformat,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,InvalidCategory,Bank transfer (automatic),20.85,720.05,InvalidCategory
4376-KFVRS,Male,0.0,InvalidCategory,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes-badformat,InvalidCategory,114.05,8468.2,No
5886-VLQVU,InvalidCategory,0.0,Yes,No,35.0,Yes,Yes,Fiber optic,No,No,No,Yes-badformat,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,No
3577-AMVUX,Male,0.0,No,No,1.0,Yes,InvalidCategory,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,No
0771-WLCLA,Female,0.0,Yes,Yes,16.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes-badformat,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,No
5628-RKIFK,Female,1.0,No,InvalidCategory,49.0,Yes,Yes,Fiber optic,Yes,No,,,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No
0206-TBWLC,Female,0.0,Yes,No,54.0,Yes,Yes,Fiber optic-badformat,Yes,,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,
2937-FTHUR,Female,0.0,No,Yes,18.0,Yes,Yes,DSL-badformat,Yes,No,No,No,No,Yes,Month-to-month,No,InvalidCategory,64.8,,No
,Female,0.0,Yes,No,36.0,Yes,No,Fiber optic,No,No,InvalidCategory,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,No
7752-XUSCI,Female,0.0-badformat,No,No,,Yes,Yes,,No,Yes,,No,,Yes,Month-to-month,Yes,,105.9,InvalidCategory,Yes
,Female,0.0,No,,1.0,Yes,No,Fiber optic,No,No,No,InvalidCategory,No,No,Month-to-month-badformat,nan-badformat,Mailed check,69.55,69.55-badformat,Yes-badformat
0732-OCQOC,Female-badformat,0.0,Yes,Yes,52.0,Yes,Yes,No,No internet service,No internet service-badformat,No internet service,No internet service,InvalidCategory,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,No
5168-MSWXT,Male,0.0,Yes,Yes,InvalidCategory,Yes,No,Fiber optic,No,No-badformat,Yes,No,Yes-badformat,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,No
1090-ESELR,Male,0.0,Yes,Yes,72.0,,No,Fiber optic,Yes-badformat,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,No
8592-PLTMQ,Female,0.0,No,No-badformat,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,No,Mailed check,24.7,1642.75,No
5760-WRAHC,Female,1.0,No,No,22.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,InvalidCategory,No
8847-GEOOQ,Male,0.0,Yes,InvalidCategory,60.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),,3582.4,No-badformat
0256-LTHVJ,nan-badformat,0.0,Yes,Yes,28.0,Yes,No-badformat,Fiber optic,No,InvalidCategory,InvalidCategory,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes
4785-FCIFB,Female,0.0,Yes,No,61.0-badformat,Yes,Yes,No,No internet service-badformat,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,No
8313-NDOIA,,0.0,No,No,24.0,Yes,Yes,Fiber optic-badformat,No,nan-badformat,Yes,No,Yes,Yes,Month-to-month,InvalidCategory,Electronic check,104.15,2494.65-badformat,InvalidCategory
5149-CUZUJ,Male,0.0,Yes,Yes,28.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,,No,One year,No,Bank transfer (automatic),92.9,2768.35,No
0942-KOWSM,Female,0.0,Yes,Yes,InvalidCategory,Yes,No,DSL,InvalidCategory,Yes,Yes,Yes,Yes,Yes-badformat,Two year,No,Bank transfer (automatic),80.8,2369.3,No
4237-CLSMM-badformat,Male,0.0,Yes,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38,No
1452-VOQCH,InvalidCategory,0.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,No
InvalidCategory,Male,0.0,No,Yes,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,InvalidCategory,Mailed check,19.65,InvalidCategory,No
6614-VBEGU,Female,0.0,Yes,No,24.0,Yes,InvalidCategory,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No
0880-TKATG,Male-badformat,0.0,Yes,Yes,4.0,Yes,nan-badformat,Fiber optic,No,No,Yes,InvalidCategory,Yes,Yes,Month-to-month-badformat,No,Electronic check,101.15,385.9,Yes
